0000	          \r          \r          \r       Zero\r[close]
1440	#7F09 00 00 02#[pause 8]あっ!![pause 18]\r#7F09 00 00 16#てつづきの とちゅうで[pause 6]\r[color #9 25 140 220]コントローラパックを\rぬかないでね![wait]\r[CLS]たいせつな きろくが[pause 8]\rなくなっちゃったら\rこまるもんね!![wait]#7F09 00 00 FF#\r[CLS]いったん\rタイトルがめんに もどるから、[pause 8]\r[color #9 25 140 220]コントローラパックを\rしようするばあいは、[wait]\r[CLS][color #6 25 140 220]コントローラに\rそうにゅうして、[pause 8]\rはじめから やりなおしてね!\r[close]
1441	[close]
1442	こんにちは。[pause 6]\rあそびに きてくれたんだねぇ、[pause 12]\r[nickname]![wait]\r[CLS]いま [town]は、\r[year]の[month][date]の[pause 16]\r[hours][mins]だよぉ。[jump 1444]\r[open]
1443	こんどは、ちゃぁんと\rやってほしいなぁ、[pause 12]\r[nickname]![jump 1444]\r[open]
1444	#7F09 00 00 FF#それでは はじめようかぁ?#7F09 09 00 01#\r[menu 004C 006F][wait]#7F0D#[selected 1 1453][selected 2 1445][jump2sel]\r[open]
1445	そのまえに\r#7F09 00 00 0B#なにをするつもりぃ?[pause 6] [nickname]?\r[menu 0070 01B3 0029][default][wait]#7F0D#[selected 1 1446][selected 2 1462][selected 3 1444][jump2sel]#7F09 00 00 FF##7F09 09 00 03#\r[open]
1446	どれにするのかなぁ?[menu 0074 0075 0076][wait]#7F0D##7F09 09 00 01#\rはい、[pause 6][recall] にしました。[jump 145D]\r[open]
1447	とけいをあわせるんだねぇ。\r[wait][jump 1448][jump2sel]\r[open]
1448	はい、[pause 6]あわせおわりました。\r[jump 1444]\r[open]
1449	#7F09 00 00 04#[pause 5]えぇっ![pause 18]\rおうちを とりこわすつもり?[wait]\r#7F09 00 00 17#とりこわせ というなら[pause 6]\rとりこわすけどぉ[pause 4]・[pause 4]・[pause 4]・[wait]\r[CLS]いったい だれのおうちを\rこわしちゃう つもりなのぉ?[default][wait]#7F0D#[jump2sel]#7F09 00 00 FF##7F09 09 00 04#\r[open]
144A	[string 2]くんの おうちを[pause 6]\rとりこわすつもりなのかぁ。[wait]\r[string 2]くんの\rきろくも なくなっちゃうよぉ![wait]\r[CLS]ほんとうに、[pause 6]\r[string 2]くんの おうち[pause 4]\r#7F09 00 00 0B#とりこわしちゃって いいんだね?\r[menu 003D 0003][wait]#7F0D#[selected 2 144C][selected 1 144E][jump2sel]#7F09 00 00 FF##7F09 09 00 05#\r[open]
144B	[string 2]くんの\rおうちね[pause 4]・[pause 4]・[pause 4]・[wait]\r[CLS]うーん、[pause 12][string 2]くんは[pause 4]\rいま おでかけしてるので[pause 8]\rおうちを とりこわすことは\rできないよぉ。[wait]\r[CLS]もどってきたときに\rおうちがなかったら[pause 8]\rビックリしちゃうもんねぇ。[wait]\r[CLS]ごめんなさいねぇ。[pause 20]\rでも ちょっと[pause 8]\rほっとしちゃった、 [pause 6][nickname]。[jump 1444]\r[open]
144C	それじゃあ、[pause 6]\rおうちを とりこわすよ。[pause 12]\rしばらく おまちください。[pause 30]\r[CLS][color 195 95 0] おうちを とりこわしています\r\r[color 195 95 0]スイッチを きらないでください![sound 3]#7F09 09 00 01#\r[jump 144D]\r[open]
144D	[string 2]くんの おうちを\rとりこわしちゃったぁ。[wait]\r#7F09 00 00 17#さようなら、[pause 6]\r[string 2]くん#7F09 00 00 0D#[pause 4]・[pause 4]・[pause 4]・[jump 1444]\r[open]
144E	#7F09 00 00 15#おうちの とりこわしは\rやめるんだね![wait]\r[CLS]#7F09 00 00 0E#よかった![pause 12]\rかんがえなおしてくれて、[pause 4]\r[nickname]。[jump 1444]\r[open]
144F	#7F09 00 00 02#[pause 8]えっ!! ほんきなのぉ?[wait]\r#7F09 00 00 07#むらを つくりなおす\rって いうことはぁ[wait]\r[CLS][town]は\rなくなっちゃうし[wait]\rボクたちと [pause 4]あえなく\rなっちゃうんだよぉ![wait]\r[CLS]へやにおいてある\rかぐなんかも[wait]\r[CLS]なにもかも、[pause 8]ぜーんぶ[pause 8]\rひとーつのこらず きえて\rなくなってしまうんだよぉ![wait]\r[CLS]おでかけちゅうの ひとがいたら、[pause 6]\rそのひとたちは、かえるばしょを\rなくしてしまうことに\rなっちゃうし[pause 4]・[pause 4]・[pause 4]・[wait]\r[CLS]それでも、ほんとうに\rそんな ことを\r#7F09 00 00 0B#しちゃうつもりなのぉ???\r[menu 0029 0003][wait]#7F0D#[selected 2 1450][selected 1 1452][jump2sel]#7F09 09 00 02#\r[open]
1450	#7F09 00 00 17#そうかぁ、[pause 8]けっしんは\rかわらないんだねぇ。[wait]\r[CLS]ほんとは ヤだけど、[pause 8]\r[town]を\rけしてしまうよぉ。[pause 30]\r[CLS][color 195 95 0]   むらを けしています\r\r[color 195 95 0]スイッチを きらないでください![sound 3]#7F09 09 00 01#\r[jump 1451]\r[open]
1451	#7F09 00 00 FF#また どこかで\rあえるといいねぇ。[pause 8]\rさようならぁ! [pause 6][nickname]!\r[close]
1452	#7F09 00 00 15#むらを つくりなおすのは\rやめてくれるんだねぇ!![wait]\r[CLS]#7F09 00 00 0E#よかったーーー!![pause 8]\rそのほうが イイよぉ![pause 8]\rすんでる ひとたちも\rよろこぶよぉ![wait]\r[CLS]きえちゃわなくって すんで\rよかったぁ、 [pause 6][nickname]![jump 1444]\r[open]
1453	ところでぇ[pause 4]・[pause 4]・[pause 4]・[pause 8]\r#7F09 00 00 0B#キミ[pause 20] だれだっけ?[wait]#7F0D#[jump2sel]#7F09 00 00 FF##7F09 09 00 06#\r[open]
1454	じょうだんだよぉ!\r[player]くん![pause 12]\r#7F09 00 00 15#わすれるはず ないって![pause 6]\r[color 150 150 150][whisper on](すっかり わすれてたぁ)[whisper off][wait]\r[CLS]それでは、[pause 6]\rじゅんびを するから\rしばらく まっててねぇ。[pause 30]#7F09 00 00 FF#\r[CLS][color 195 95 0]  じゅんびを しています\r\r[color 195 95 0]スイッチを きらないでください![sound 4]#7F09 09 00 01#\r[wait]\r[CLS]おまたせしました。[wait]\r[CLS]#7F09 00 00 15#それでは、\r[town]の せいかつを\rたのしんでくださぁい、[pause 12]\r[nickname]。\r[close]
1455	あぁ やっぱり。[pause 8]\rみたことない ひとだなぁって\rおもったんだよねぇ、[pause 6][nickname]。[wait]\r[CLS]それじゃ、[pause 6]\rじゅんびを するから\rしばらく まっててねぇ。[pause 30]#7F09 00 00 FF#\r[CLS][color 195 95 0]  じゅんびを しています\r\r[color 195 95 0]スイッチを きらないでください![sound 4]#7F09 09 00 01#\r[wait]\r[CLS]おまたせしました。[wait]\r[CLS]#7F09 00 00 15#それでは\rはやく[pause 8] [town]に\rとけこんで くださいねぇ。\r[close]
1456	#7F09 00 00 02#[pause 8]あっ!![pause 18]\r#7F09 00 00 16#てつづきの とちゅうで[pause 6]\r[color #9 25 140 220]コントローラパックを\rぬかないでほしいなぁ![wait]\r[CLS]どこまで やったのか[pause 6]\rわからなく なっちゃうからねぇ![wait]#7F09 00 00 FF#\r[CLS][color #9 25 140 220]コントローラパックを\rしようするばあいは、\r[color #6 25 140 220]コントローラに\rそうにゅうしてください。[wait]\r[CLS]よういが できたら\r[color #4 50 75 225]Aボタンを おしてください、[pause 12]\r[nickname]!\r[jump 1444]\r[open]
1457	おまたせしました。[wait]\r[CLS]#7F09 00 00 15#それでは、[pause 6]\r[town]の くらしを\rたのしんでくださいねぇ。\r[close]
1458	えーっと[pause 4]・[pause 4]・[pause 4]・[wait]\r[CLS]#7F09 00 00 15#[string 3]くん![pause 8]\rおかえりなさい!![wait]\r[CLS][color #9 25 140 220]コントローラパックのきろくを\r[color #4 25 140 220]カセットに うつすからぁ\rしばらく おまちくださぁい。[pause 30]\r[CLS][color 195 95 0]  きろくを うつしています[pause 8]\r[color 195 95 0]スイッチを きらないでください![pause 6]\r[color 195 95 0]コントローラパックを\r[color 195 95 0]      ぬかないでください![sound 4]#7F09 09 00 01#[jump 1457]\r[open]
1459	おまたせしました。[wait]\r[CLS]#7F09 00 00 15#それでは、[pause 4]\r[town]での ひとときを\rまんきつしてねぇ、[pause 6][nickname]!\r[close]
145A	えーっと[pause 4]・[pause 4]・[pause 4]・[wait]\r#7F09 00 00 15#[town]へ ようこそ、[pause 12]\r[string 3]くん![wait]\r[CLS]じゅんびを するから\rしばらく おまちくださぁい。[pause 30]#7F09 00 00 FF#\r[CLS][color 195 95 0]  じゅんびを しています\r[color 195 95 0]スイッチを きらないでください![pause 6]\r[color 195 95 0]コントローラパックを\r[color 195 95 0]      ぬかないでください![sound 4]#7F09 09 00 01#\r[jump 1459]\r[open]
145B	[player]くんの\rおうちしか [pause 6]のこっていません。[wait]\r[CLS]もうしわけないんだけどぉ[pause 8]\rぜんぶの おうちを\rこわしてしまうことは\rできないんだぁ。[wait]\r[CLS]ごきぼうに そえなくって\rごめんねぇ、[pause 6][nickname]。[jump 1444]\r[open]
145C	[color #9 25 140 220]コントローラパックの\rようりょうが たりません。[wait]\rこの[color #9 25 140 220]コントローラパックを\rつかうばあいは[wait]\r[CLS][color #9 25 140 220]コントローラパックの なかの\rふような データを\rけしてください、[pause 6][nickname]。[wait]\r[CLS][color #7 190 45 45]スタートボタンを おしながら\r[color #3 25 140 220]N64をリセットすると[wait]\r[CLS]データを けすための\rせんよう がめんを\rよびだすことができます。[wait]\r[CLS][color #9 25 140 220]コントローラパックを\rつかわない ばあいは\r[color #6 25 140 220]コントローラから\rとりはずしてください。[wait]\r[CLS]よういが できたら\r[color #4 50 75 225]Aボタンを おしてください、[pause 12]\r[nickname]!\r[jump 1444]\r[open]
145D	おしゃべりするときの\rおとは、どうしちゃう?[menu 00D1 00D2 00D3][wait]#7F0D##7F09 09 00 01#\r[CLS][recall] は、\rこんなかんじなんだけどぉ[pause 8]\rこれで いい?[menu 0028 003D][default][wait]#7F0D#[selected 1 1444][selected 2 145E][jump2sel]\r[open]
145E	それでは、もういちど\rえらびなおしてねぇ。[jump 1446]\r[open]
145F	んー、[pause 8]\r[player]くんは いま、[pause 12]\rがいしゅつしてるんだよぉ。[wait]\r[CLS]のこってる きろくで\rあそぶことも できるけどぉ[wait]\r[CLS]もちものや おかねは[pause 8]\rおでかけのときに\rもっていっちゃってるから[pause 12]\rなんにも のこってないよぉ。[wait]\r[CLS]それでも、[player]くんで\rあそぶの?[menu 0044 003D][default][wait]#7F0D#[selected 1 1460][selected 2 1461][jump2sel]#7F09 09 00 07#\r[open]
1460	なるほどぉ。[wait]\rそれでは、[pause 6]\rじゅんびを するので\rしばらく まっててねぇ。[pause 30]#7F09 00 00 FF#\r[CLS][color 195 95 0]  じゅんびを しています\r\r[color 195 95 0]スイッチを きらないでください![sound 4]#7F09 09 00 01#\r[wait]\r[CLS]おまたせしました。[wait]\r[CLS]#7F09 00 00 15#それじゃ[pause 12]\r[town]の せいかつを\rたのしんでよねぇ、[pause 12]\r[nickname]。\r[close]
1461	[player]くんでは\rないんだね。[wait]\r[CLS]ってことは えっとー、[pause 8]\r#7F09 00 00 0B#どちらさまなのぉ?[wait]#7F0D#[jump2sel]#7F09 00 00 FF##7F09 09 00 06#\r[open]
1462	#7F09 00 00 FF#ほかに できるのは\rこれだけだけどぉ、[pause 8]\rどうするのぉ? [pause 6][nickname]?\r[menu 0072 0073 0071 0029][default][wait]#7F0D#[selected 1 1449][selected 2 144F][selected 3 1447][selected 4 1444][jump2sel]#7F09 00 00 FF##7F09 09 00 03#\r[open]
1463	#7F09 00 00 17#[color 195 95 0]   コントローラパックに\r\r[color 195 95 0]かきこむことが できませんでした[wait]\r[CLS]いったん[pause 8]\rタイトルがめんに\rもどるからぁ、[wait]\r[CLS][color #9 25 140 220]コントローラパックの せつぞくを\rかくにんして、[pause 8]\rはじめから やりなおしてねぇ。\r[close]
1464	ほかのひとなんだぁ。[pause 8]\rだれのおうちを\rこわしちゃう つもりなのぉ?[default][wait]#7F0D#[jump2sel]#7F09 00 00 FF##7F09 09 00 04#\r[open]
1465	・[pause 4]#7F09 00 00 0B#・[pause 4]・[pause 4]あれ?[wait]#7F09 00 00 FF#\r[CLS][string 3]くんは\rもう かえってきているのに[pause 8]\rまたひとり かえってきたぁ![wait]\r[CLS]このまま\r[color #9 25 140 220]コントローラパックのきろくで\rはじめてしまうと[wait]\r[CLS]さきに もどっている\r[string 3]くんのきろくが\rきえてしまうけど[wait]\r[CLS]それでも かまわないのぉ?[default][menu 0066 003D][wait]#7F0D#[selected 1 1466][selected 2 1467][jump2sel]#7F09 09 00 01#\r[open]
1466	なら いいんだけど。[pause 8]\r[color #9 25 140 220]コントローラパックのきろくを\r[color #4 25 140 220]カセットに うつすから\rしばらく まっててよぉ。[pause 30]\r[CLS][color 195 95 0]  きろくを うつしています[pause 8]\r[color 195 95 0]スイッチを きらないでください![pause 6]\r[color 195 95 0]コントローラパックを\r[color 195 95 0]      ぬかないでください![sound 4]#7F09 09 00 01#[jump 1457]\r[open]
1467	やっぱり やめるんだねぇ。[wait]\r[CLS]それでは、[color #9 25 140 220]コントローラパックを\r[color #6 25 140 220]コントローラから\rとりはずしてください。[wait]\r[CLS]よういが できたら\r[color #4 50 75 225]Aボタンを おしてねぇ、[pause 12]\r[nickname]!\r[jump 1444]\r[open]
1468	#7F09 00 00 02#[pause 8]あっ!![pause 18]\r#7F09 00 00 16#てつづきの とちゅうで[pause 6]\r[color #9 25 140 220]コントローラパックを\rぬかないでほしいなぁ![wait]\r[CLS]どこまで やったのか[pause 6]\rわからなく なっちゃうからねぇ![wait]#7F09 00 00 FF#\r[CLS]いちど タイトルがめんに\rもどるからぁ、[pause 8]\r[color #9 25 140 220]コントローラパックを\rしようするばあいは、[wait]\r[CLS][color #6 25 140 220]コントローラに\rそうにゅうして、[pause 8]\rさいしょから やりなおしてねぇ。\r[close]
1469	[close]
146A	おー! まってたぞー!![pause 6]\rあそびに きたんだろー?[pause 12]\r[nickname]?[wait]\r[CLS]いま [town]は、\r[year]の[month][date]の[pause 16]\r[hours][mins]だぜー![jump 146C]\r[open]
146B	こんどは、ちゃんと\rしてくれよなー、[nickname]![jump 146C]\r[open]
146C	#7F09 00 00 FF#それじゃ はじめようぜー!#7F09 09 00 01#\r[menu 004C 006F][wait]#7F0D#[selected 1 147B][selected 2 146D][jump2sel]\r[open]
146D	そのまえに\r#7F09 00 00 0B#なにをするんだー?[pause 6] [nickname]?\r[menu 0070 01B3 0029][default][wait]#7F0D#[selected 1 146E][selected 2 148A][selected 3 146C][jump2sel]#7F09 00 00 FF##7F09 09 00 03#\r[open]
146E	で、どうするんだ?[menu 0074 0075 0076][wait]#7F0D##7F09 09 00 01#\rはい、[pause 6][recall] にしました。[jump 1485]\r[open]
146F	とけいをあわせるんだな。\r[wait][jump 1470][jump2sel]\r[open]
1470	はい、[pause 6]あわせおわりました。\r[jump 146C]\r[open]
1471	#7F09 00 00 04#[pause 5]えーーーっ![pause 18]\rうちを とりこわすのかー?[wait]\r#7F09 00 00 17#こわせ というなら[pause 6]\rこわすけどー[pause 4]・[pause 4]・[pause 4]・[wait]\r[CLS]それじゃ、[pause 6]だれんちを\rこわすんだー?[default][wait]#7F0D#[jump2sel]#7F09 00 00 FF##7F09 09 00 04#\r[open]
1472	[string 2]んちを[pause 6]\rこわすつもりなのかー。[wait]\r[string 2]の きろくも\rなくなっちゃうぞー![wait]\r[CLS]ほんとうに、[pause 6]\r[string 2]んちを[pause 4]\r#7F09 00 00 0B#こわしても いいんだなー?\r[menu 003D 0003][wait]#7F0D#[selected 2 1474][selected 1 1476][jump2sel]#7F09 00 00 FF##7F09 09 00 05#\r[open]
